"title","year","imdb","metascore","gross"
"The Hills Have Eyes II",2007,5.1,32,20804166
"The Game Plan",2007,6.1,44,90648202
"The Brave One",2007,6.7,56,36793804
"Becoming Jane",2007,7.0,55,18670946
"Timecrimes",2007,7.2,68,38108
"Breach",2007,7.0,74,33231264
"The Lookout",2007,7.0,73,4600585
"I'm Not There",2007,6.9,73,4017609
"4 Months, 3 Weeks and 2 Days",2007,7.9,97,1185783
"The Nanny Diaries",2007,6.2,46,25925170
"The Great Debaters",2007,7.5,65,30226144
"Rendition",2007,6.8,55,9736045
"My Blueberry Nights",2007,6.6,52,866778
"5 Centimetres Per Second",2007,7.6,-1,-1
"The Condemned",2007,6.0,23,3718
"Cassandra's Dream",2007,6.7,49,971561
"Jab We Met",2007,7.9,-1,410800
"Lions for Lambs",2007,6.2,47,14998070
"Sydney White",2007,6.2,45,11892415
"Diary of the Dead",2007,5.6,66,958961
"Perfect Stranger",2007,5.7,31,23984949
"Mongol: The Rise to Power of Genghis Khan",2007,7.2,74,5701643
"In the Name of the King: A Dungeon Siege Tale",2007,3.8,15,4535117
"Waitress",2007,7.0,75,19067631
"The Counterfeiters",2007,7.6,78,5484715
"Pathfinder",2007,5.4,29,10232081
"Mr. Magorium's Wonder Emporium",2007,6.2,48,32061555
"The Reaping",2007,5.6,36,25117498
"Big Stan",2007,6.2,-1,-1
"The Visitor",2007,7.6,79,9422422
"Teeth",2007,5.4,57,347578
"Balls of Fury",2007,5.3,38,32844290
"The Hitcher",2007,5.6,28,16472961
"Fred Claus",2007,5.6,42,72006777
"Om Shanti Om",2007,6.7,-1,3597372
"The Messengers",2007,5.4,34,35374833
"License to Wed",2007,5.3,25,43799818
"The Water Horse",2007,6.4,71,40412817
"Because I Said So",2007,5.7,26,42674040
"Cleaner",2007,6.1,49,-1
"Inside",2007,6.8,-1,-1
"Lust, Caution",2007,7.5,61,4604982
"Boy A",2007,7.6,75,106368
"The Savages",2007,7.1,85,6610326
"Mr. Woodcock",2007,5.1,41,25628629
"The Invisible",2007,6.2,36,20568319
"The Last Legion",2007,5.4,37,5932060
"The Air I Breathe",2007,6.8,37,25775
"The Nines",2007,6.3,52,62745
"An American Crime",2007,7.3,-1,-1
"P2",2007,5.9,37,3992339
"Goal II: Living the Dream",2007,5.9,-1,-1
"In the Land of Women",2007,6.4,47,11043445
"Son of Rambow",2007,7.0,66,1784769
"The Edge of Heaven",2007,7.8,85,741283
"Sleuth",2007,6.5,49,342835
"Butterfly on a Wheel",2007,6.7,-1,-1
"2 Days in Paris",2007,6.8,67,4432981
"Paranoid Park",2007,6.7,83,486021
"Rogue",2007,6.2,-1,10452
"Things We Lost in the Fire",2007,7.2,63,3287315
"A Mighty Heart",2007,6.6,74,9176787
"Taxi 4",2007,5.6,-1,-1
"Reno 911!: Miami",2007,5.9,47,20342161
"The Jane Austen Book Club",2007,6.8,61,3573870
"I Know Who Killed Me",2007,3.6,16,7498716
"The Warlords",2007,7.0,70,128978
"Frontière(s)",2007,6.2,44,-1
"The Hunting Party",2007,6.8,54,969869
"Georgia Rule",2007,5.8,25,18882880
"Dragon Wars",2007,3.5,33,10977721
"My Name Is Bruce",2007,6.2,36,173066
"The Girl Next Door",2007,6.6,29,-1
"Eagle vs Shark",2007,6.8,55,221846
"Flawless",2007,6.8,57,1200234
"Captivity",2007,4.7,24,2626800
"Reservation Road",2007,6.7,46,121994
"Love in the Time of Cholera",2007,6.4,43,4607608
"Postal",2007,4.5,22,18005198
"King of California",2007,6.6,63,263674
"He Was a Quiet Man",2007,6.8,53,-1
"Guru",2007,7.7,70,2087000
"Wind Chill",2007,5.8,52,20146
"Stomp the Yard",2007,5.4,44,61356221
"Bhool Bhulaiyaa",2007,7.3,-1,1069952
"St. Trinian's",2007,5.8,39,-1
"Arn: The Knight Templar",2007,6.6,-1,-1
"Shelter",2007,7.6,66,142666
"The Last Mimzy",2007,6.2,59,21471047
"Namastey London",2007,7.1,-1,1207007
"The Signal",2007,6.0,63,597420
"For Love and Honour",2007,7.8,-1,-1
"Resurrecting the Champ",2007,6.7,55,3172573
"Lucky You",2007,5.9,49,5755286
"Martian Child",2007,6.8,48,7486906
"Fermat's Room",2007,6.7,-1,-1
"Underdog",2007,4.7,37,43751706
"Are We Done Yet?",2007,4.2,36,49631958
"Meet Bill",2007,6.2,30,59108
"Margot at the Wedding",2007,6.0,66,1959420
"Nancy Drew",2007,5.9,53,25612520
"Rise of the Footsoldier",2007,6.8,-1,-1
"YPF",2007,6.2,39,-1
"13,99 euros",2007,7.3,-1,-1
"Ben X",2007,7.4,-1,3912
"Welcome",2007,6.9,-1,1085043
"You Kill Me",2007,6.5,64,2426851
"Bratz",2007,3.1,21,10005534
"Sivaji",2007,7.5,-1,-1
"Evangelion: 1.0 You Are (Not) Alone",2007,7.7,-1,107797
"Blood & Chocolate",2007,5.4,33,3525161
"Un conejo sin orejas",2007,6.5,-1,-1
"I Could Never Be Your Woman",2007,6.0,-1,-1
"Trade",2007,7.4,42,214202
"Smiley Face",2007,5.8,71,9397
"I Think I Love My Wife",2007,5.5,49,12550605
"The Ten",2007,5.0,50,766487
"Feast of Love",2007,6.6,51,3504875
"Shrooms",2007,4.7,-1,1849
"Daddy Day Camp",2007,3.1,13,13235267
"Katyn",2007,7.0,81,118095
"The Poughkeepsie Tapes",2007,6.0,-1,-1
"City of Men",2007,7.2,63,307076
"Sword of the Stranger",2007,7.8,-1,-1
"The Seeker: The Dark Is Rising",2007,4.8,38,8791738
"Sukiyaki Western Django",2007,6.2,55,48034
"Who's Your Caddy?",2007,2.2,18,5694308
"You, the Living",2007,7.5,81,21438
"The Class",2007,7.9,-1,-1
"Battle in Seattle",2007,6.7,54,223537
"Bobby Z",2007,5.9,-1,-1
"12",2007,7.7,72,125120
"Gabriel",2007,5.6,-1,-1
"The Life Before Her Eyes",2007,6.3,38,303439
"Black Water",2007,5.9,-1,-1
"Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,6.7,54,5518918
"Interview",2007,6.8,64,416417
"XXY",2007,7.1,67,46011
"Heyy Babyy",2007,6.0,-1,1207620
"Dhamaal",2007,7.3,-1,-1
"Evening",2007,6.5,45,12406646
"Youth Without Youth",2007,6.2,43,244397
"Rocket Science",2007,6.6,73,712391
"Primeval",2007,4.8,35,10597734
"The Band's Visit",2007,7.5,80,3053823
"Caramel",2007,7.1,70,1060591
"White Noise: The Light",2007,5.7,-1,-1
"The Deaths of Ian Stone",2007,5.6,-1,-1
"Flash Point",2007,6.8,38,3271
"Snow Angels",2007,6.8,67,402820
"Outlaw",2007,5.7,45,-1
"Hallam Foe",2007,7.0,62,59255
"Why Did I Get Married?",2007,5.9,54,55184721
"Ten Inch Hero",2007,7.4,-1,-1
"The Devil's Child",2007,5.9,69,478492
"December Boys",2007,6.5,56,46474
"Goodbye Bafana",2007,7.1,-1,-1
"Juntos, nada más",2007,6.8,-1,-1
"Johnny Gaddaar",2007,7.8,-1,-1
"Rise",2007,4.9,-1,106398
"Towelhead",2007,6.9,57,371446
"In Bar",2007,7.0,-1,-1
"Battle for Terra",2007,6.5,54,1647083
"Code Name: The Cleaner",2007,4.6,33,8104069
"Bheja Fry",2007,7.6,-1,-1
"Partner",2007,5.7,-1,1062840
"Life in a Metro",2007,7.4,-1,150212
"The Comebacks",2007,4.3,25,13349251
"The Flock",2007,5.7,-1,-1
"Silk",2007,5.9,39,1103075
"The Babysitters",2007,5.6,35,40677
"Savage Grace",2007,5.8,51,434417
"Sex and Death 101",2007,6.0,24,23563
"Murder Party",2007,5.8,-1,-1
"Delta Farce",2007,3.6,17,8074933
"The Brothers Solomon",2007,5.3,32,900926
"Chapter 27",2007,5.7,32,55704
"Redacted",2007,6.1,52,65388
"Bordertown",2007,6.1,-1,-1
"Water Lilies",2007,6.7,65,77310
"Shotgun Stories",2007,7.2,76,45661
"Ex Drummer",2007,7.0,36,-1
"Death Defying Acts",2007,5.8,48,3561
"Then She Found Me",2007,6.0,56,3735303
"Borderland",2007,5.7,-1,-1
"Talk to Me",2007,7.3,69,4472823
"Mother of Tears",2007,5.1,52,58669
"Shootout at Lokhandwala",2007,7.1,-1,289232
"Appleseed Ex Machina",2007,7.1,-1,-1
"Stuck",2007,6.4,61,67152
"Until Death",2007,5.8,-1,-1
"Whisper",2007,5.7,-1,-1
"In the Name of God",2007,8.4,-1,-1
"Grace Is Gone",2007,6.7,65,50080
"Married Life",2007,6.2,65,1506998
"Les Chansons d'Amour",2007,7.1,70,103970
"Anamorph",2007,5.5,43,5912
"Flight of the Living Dead",2007,5.1,-1,-1
"La trampa",2007,7.9,-1,-1
"Redline",2007,4.0,24,6877133
"Catacombs",2007,4.6,-1,-1
"This Christmas",2007,6.3,63,49121934
"w Delta z",2007,5.7,-1,-1
"The Good Night",2007,5.8,49,22165
"Kutsal Damacana",2007,5.0,-1,-1
"Pokkiri",2007,7.2,-1,-1
"Numb",2007,6.6,-1,-1
"After Sex",2007,5.5,-1,-1
"In Search of a Midnight Kiss",2007,7.2,64,172177
"Cargo 200",2007,7.1,-1,-1
"Boogeyman 2",2007,5.0,-1,-1
"Prey",2007,4.7,-1,-1
"Secret",2007,7.5,-1,-1
"The Music Man",2007,7.5,-1,-1
"Virgin Territory",2007,4.8,-1,-1
"The Banishment",2007,7.6,59,-1
"Love Is All",2007,7.0,-1,-1
"California Dreamin'",2007,7.8,-1,-1
"Crows Zero",2007,7.1,-1,-1
"Mister Lonely",2007,6.5,53,165831
"Bliss",2007,7.5,71,39203
"Vexille",2007,6.8,-1,-1
"Suburban Girl",2007,5.5,-1,-1
"The Tracey Fragments",2007,6.2,54,31576
"My Love",2007,5.2,44,885574
"I Want Candy",2007,5.4,-1,-1
"Battle for Haditha",2007,6.9,65,7098
"Irina Palm",2007,7.2,55,44064
"Manorama: Six Feet Under",2007,7.6,-1,-1
"Daddy's Little Girls",2007,5.8,49,31339647
"Secret Sunshine",2007,7.5,84,-1
"Couscous",2007,7.4,83,86356
"Mad detective",2007,7.2,68,4629
"The Cake Eaters",2007,6.3,60,-1
"Kickin' It Old Skool",2007,4.6,18,4500147
"Yes Sir",2007,1.6,-1,-1
"Dedication",2007,6.7,50,91169
"Straightheads",2007,5.6,-1,-1
"The White Angel",2007,6.5,-1,-1
"No Smoking",2007,7.2,-1,-1
"Under the Same Moon",2007,7.3,59,12589108
"Ram Gopal Varma Ki Aag",2007,1.7,-1,-1
"Assembly",2007,7.3,-1,-1
"Awarapan",2007,7.3,-1,-1
"Storm Warning",2007,5.8,-1,-1
"Eden Log",2007,5.3,-1,-1
"Flood",2007,4.8,-1,-1
"The Last Ottoman: Knockout Ali",2007,6.9,-1,-1
"Botched",2007,5.7,-1,-1
"Billa",2007,7.2,-1,-1
"Mi hermano es hijo único",2007,7.1,71,251004
"Prométeme",2007,7.0,-1,-1
"Pride",2007,6.1,55,7036608
"Year of the Dog",2007,6.0,70,1540141
"Broken English",2007,6.3,61,955625
"Jack Brooks: Monster Slayer",2007,5.9,46,-1
"Silent Light",2007,7.2,79,52293
"Hounddog",2007,6.3,31,128092
"Molière",2007,7.2,59,635733
"How to Rob a Bank (and 10 Tips to Actually Get Away with It)",2007,6.1,27,711
"The Hammer",2007,7.2,57,442638
"Timber Falls",2007,5.2,-1,50000
"Police",2007,6.7,-1,-1
"Blonde Ambition",2007,3.9,-1,6422
"It's a Free World...",2007,7.0,-1,-1
"Nobel Son",2007,6.2,28,540183
"Music Within",2007,7.3,53,153205
"Firehouse Dog",2007,5.5,43,13922019
"Magicians",2007,6.0,-1,-1
"Brooklyn Rules",2007,6.3,53,398420
"Mama's Boy",2007,5.2,-1,-1
"Import Export",2007,7.1,-1,-1
"The Grand",2007,6.0,57,8114669
"La zona",2007,7.0,-1,-1
"Estomago: A Gastronomic Story",2007,7.8,-1,-1
"The Walker",2007,5.8,51,77177
"Shanghai Kiss",2007,6.6,-1,-1
"A Tribute to Love",2007,5.1,-1,1822582
"Elvis and Anabelle",2007,7.2,-1,-1
"Angel",2007,5.8,-1,-1
"Dhol",2007,6.3,-1,-1
"Alone",2007,6.5,-1,-1
"The Go-Getter",2007,6.6,69,-1
"Huevo",2007,6.6,-1,-1
"The Education of Charlie Banks",2007,6.6,50,14547
"Less Sugar",2007,6.8,-1,655246
"Live!",2007,5.9,-1,-1
"How She Move",2007,3.5,63,7070459
"Protégé",2007,7.2,-1,-1
"Ek Chalis Ki Last Local",2007,7.3,-1,-1
"To Each His Own Cinema",2007,6.8,-1,-1
"Just Another Love Story",2007,7.2,69,45056
"Slipstream",2007,4.9,47,6273
"Happy Days",2007,7.9,-1,-1
"End of the Line",2007,5.9,-1,-1
"Sueños de juventud",2007,7.3,-1,-1
"Aliento (Breath)",2007,6.9,-1,-1
"The Vexxer",2007,6.1,-1,-1
"Beaufort",2007,6.7,-1,101299
"Free Rainer",2007,6.7,-1,-1
"Chaotic Ana",2007,6.4,-1,-1
"El Greco",2007,6.6,-1,-1
"Leningrado",2007,6.1,-1,-1
"Saturn in Opposition",2007,6.7,-1,-1
"Closing the Ring",2007,6.5,-1,-1
"Hansel and Gretel",2007,6.7,-1,-1
"Kabluey",2007,6.6,62,83398
"When Nietzsche Wept",2007,6.5,-1,-1
"Ta Ra Rum Pum",2007,5.6,49,872643
"Fly Me to the Moon",2007,4.5,36,14532946
"Watching the Detectives",2007,6.3,-1,-1
"Noise",2007,6.2,55,-1
"The Masked Gang: Iraq",2007,3.7,-1,-1
"Sex and Breakfast",2007,4.8,-1,-1
"Treasure Raiders",2007,2.7,-1,-1
"My Führer",2007,5.5,-1,2388
"And When Did You Last See Your Father?",2007,6.8,-1,1071240
"Weirdsville",2007,6.3,-1,7262
"Romulus, My Father",2007,6.6,57,2791
"Gracie",2007,6.1,52,2955039
"Drive Thru",2007,4.5,-1,-1
"Chop Shop",2007,7.3,83,123731
"Rails & Ties",2007,6.7,44,18718
"El reino de los chiflados",2007,5.1,-1,-1
"The Aerial",2007,7.4,-1,-1
"Musallat",2007,6.1,-1,-1
"The Fourth Man",2007,7.3,-1,-1
"Beneath",2007,5.4,-1,-1
"El vuelo del globo rojo",2007,6.6,86,459364
"The World Unseen",2007,6.6,-1,16832
"The Fox & the Child",2007,6.9,-1,-1
"Rak haeng Siam",2007,7.8,-1,-1
"O'Horten",2007,6.7,78,301902
"The Man from London",2007,7.1,-1,-1
"Kill Buljo: The Movie",2007,5.7,-1,-1
"The Baker",2007,6.3,-1,-1
"Tooth and Nail",2007,4.8,-1,-1
"Moving McAllister",2007,5.3,-1,42200
"The Girl in the Park",2007,6.3,-1,-1
"El secreto",2007,6.3,-1,-1
"Spiral",2007,6.4,40,3072
"Christmas Story",2007,7.0,-1,-1
"Lake Dead",2007,4.1,-1,-1
"Unearthed",2007,4.0,-1,-1
"Feel the Noise",2007,2.9,36,5867786
"The Class",2007,1.9,-1,-1
"A Dog's Breakfast",2007,6.8,-1,-1
"Boarding Gate",2007,5.1,47,49333
"Big Man Japan",2007,6.3,62,40257
"Big Thief",2007,7.3,-1,-1
"A Girl Cut in Two",2007,6.3,73,409658
"Pigs",2007,4.6,-1,-1
"Nanking",2007,7.6,76,160140
"Can't Complain",2007,7.4,-1,-1
"Flakes",2007,6.0,35,778
"Cougar Club",2007,4.1,-1,-1
"The Last Mistress",2007,6.2,78,785037
"No mires atrás",2007,6.5,-1,-1
"The Irony of Fate 2",2007,4.9,-1,-1
"Dark Matter",2007,6.0,49,30041
"Full of It",2007,5.6,33,11431
"Shake Hands with the Devil",2007,7.6,57,-1
"Election Day",2007,7.5,-1,-1
"They Wait",2007,5.3,-1,-1
"Brotherhood of Blood",2007,3.6,-1,-1
"The Beautiful Ordinary",2007,5.8,36,-1
"Mermaid",2007,7.3,-1,-1
"King of the Hill",2007,6.2,-1,-1
"L'ennemi intime",2007,6.9,61,-1
"First Born",2007,4.8,-1,-1
"Aaah! Zombies!!",2007,5.7,-1,-1
"The Royal Guard",2007,6.1,69,1100762
"Conversaciones con mi jardinero",2007,7.1,-1,-1
"Starting Out in the Evening",2007,6.9,78,902115
"The Substitute",2007,5.8,-1,-1
"Purple Violets",2007,6.4,-1,-1
"The Killing Floor",2007,5.5,-1,-1
"Paruthiveeran",2007,8.2,-1,-1
"The Island",2007,7.7,-1,-1
"Sky of Love",2007,6.9,-1,-1
"Naruto Shippûden: The Movie",2007,6.9,-1,-1
"The Tattooist",2007,5.1,-1,-1
"The Dark Knight",2008,9.0,84,534858444
"WALL·E",2008,8.4,95,223808164
"Iron Man",2008,7.9,79,318412101
"Slumdog Millionaire",2008,8.0,84,141319928
"Gran Torino",2008,8.1,72,148095302
"The Curious Case of Benjamin Button",2008,7.8,70,127509326
"Taken",2008,7.8,51,145000989
"Hancock",2008,6.4,49,227946274
"The Incredible Hulk",2008,6.7,61,134518390
"Twilight",2008,5.2,56,191465414
"Indiana Jones and the Kingdom of the Crystal Skull",2008,6.1,65,317101119
"The Hurt Locker",2008,7.5,95,17017811
"Kung Fu Panda",2008,7.5,74,215434591
"Quantum of Solace",2008,6.6,58,168368427
"In Bruges",2008,7.9,67,7757130
"Tropic Thunder",2008,7.0,71,110515313
"Cloverfield",2008,7.0,64,80048433
"Wanted",2008,6.7,64,134508551
"Yes Man",2008,6.8,46,97690976
"Pineapple Express",2008,6.9,64,87341380
"Burn After Reading",2008,7.0,63,60355347
"The Wrestler",2008,7.9,80,26236603
"Jumper",2008,6.1,35,80172128
"Seven Pounds",2008,7.6,36,69951824
"Step Brothers",2008,6.9,51,100468793
"Forgetting Sarah Marshall",2008,7.1,67,63172463
"Hellboy II: The Golden Army",2008,7.0,78,75754670
"Vicky Cristina Barcelona",2008,7.1,70,23216709
"Changeling",2008,7.7,63,35739802
"RocknRolla",2008,7.3,53,5694401
"The Reader",2008,7.6,58,34194407
"21",2008,6.8,48,81159365
"Valkyrie",2008,7.1,56,83077833
"Role Models",2008,6.8,61,67294270
"Rambo",2008,7.0,46,42754105
"Mamma Mia!",2008,6.4,51,144130063
"Body of Lies",2008,7.1,57,39394666
"Ip Man",2008,8.0,59,-1
"Let the Right One In",2008,7.9,82,2122065
"Madagascar: Escape 2 Africa",2008,6.6,61,180010950
"Get Smart",2008,6.5,54,130319208
"Death Race",2008,6.4,43,36316032
"Revolutionary Road",2008,7.3,69,22911480
"The Happening",2008,5.0,34,64506874
"The Chronicles of Narnia: Prince Caspian",2008,6.5,62,141621490
"You Don't Mess with the Zohan",2008,5.5,54,100018837
"The Boy in the Striped Pyjamas",2008,7.8,55,9030581
"Bolt",2008,6.8,67,114053579
"Eagle Eye",2008,6.6,43,101111837
"The Bank Job",2008,7.2,69,30028592
"Zack and Miri Make a Porno",2008,6.5,56,31457946
"What Happens in Vegas",2008,6.1,36,80277646
"Milk",2008,7.5,84,31841299
"The Day the Earth Stood Still",2008,5.5,40,79366978
"Transporter 3",2008,6.1,51,31715062
"Definitely, Maybe",2008,7.1,59,31973840
"27 Dresses",2008,6.1,47,76808654
"The Mummy: Tomb of the Dragon Emperor",2008,5.2,31,102491776
"Marley & Me",2008,7.1,53,143153751
"Vantage Point",2008,6.6,40,72266306
"Defiance",2008,7.2,58,28644813
"Harold & Kumar Escape from Guantanamo Bay",2008,6.6,57,38087366
"Horton Hears a Who!",2008,6.8,71,154529439
"10,000 BC",2008,5.1,34,94784201
"Ponyo",2008,7.7,86,15090400
"Max Payne",2008,5.4,31,40689393
"Doubt",2008,7.5,68,33422556
"Bronson",2008,7.1,71,104792
"Australia",2008,6.6,53,49554002
"The Strangers",2008,6.2,47,52597610
"Sex and the City",2008,5.6,53,152647258
"Saw V",2008,5.8,20,56746769
"Journey to the Center of the Earth",2008,5.8,57,101704370
"Street Kings",2008,6.8,55,26415649
"The Other Boleyn Girl",2008,6.7,50,26814957
"Frost/Nixon",2008,7.7,80,18593156
"The Wave",2008,7.6,-1,-1
"Mirrors",2008,6.2,35,30691439
"Meet the Spartans",2008,2.8,9,38233676
"The Forbidden Kingdom",2008,6.6,57,52075270
"Never Back Down",2008,6.6,39,24850922
"Babylon A.D.",2008,5.6,26,22532572
"The X Files: I Want to Believe",2008,5.9,47,20982478
"Be Kind Rewind",2008,6.4,52,11169531
"Nick and Norah's Infinite Playlist",2008,6.6,64,31487293
"The Spiderwick Chronicles",2008,6.5,62,71195053
"Bedtime Stories",2008,6.0,33,110101975
"Disaster Movie",2008,1.9,15,14190901
"Righteous Kill",2008,6.0,36,40081410
"Sex Drive",2008,6.5,49,8402485
"Martyrs",2008,7.1,-1,-1
"Synecdoche, New York",2008,7.6,67,3081925
"Step Up 2: The Streets",2008,6.2,50,58017783
"The House Bunny",2008,5.5,55,48237389
"Semi-Pro",2008,5.8,47,33472850
"The Duchess",2008,6.9,62,13823741
"Eden Lake",2008,6.8,65,5824
"Felon",2008,7.4,58,36756
"A Wednesday",2008,8.1,-1,-1
"Fool's Gold",2008,5.7,29,70231041
"Inkheart",2008,6.1,49,17303424
"Doomsday",2008,6.0,51,10955425
"Outlander",2008,6.2,40,160641
"The Ruins",2008,5.9,44,17432844
"Quarantine",2008,5.9,53,31691811
"Blindness",2008,6.6,45,3073392
"Ghost Town",2008,6.7,72,13214030
"Sunshine Cleaning",2008,6.8,61,12062558
"Speed Racer",2008,6.0,37,43945766
"How to Lose Friends & Alienate People",2008,6.4,35,2778752
"Made of Honour",2008,5.9,37,46012734
"Hunger",2008,7.6,82,154084
"Superhero Movie",2008,4.5,33,26638520
"Four Christmases",2008,5.7,41,120146040
"City of Ember",2008,6.5,58,7873007
"Punisher: War Zone",2008,5.9,30,7948159
"The Midnight Meat Train",2008,6.0,58,83361
"The Spirit",2008,4.8,30,19781879
"Pride and Glory",2008,6.6,45,15709385
"Appaloosa",2008,6.7,64,20207003
"Drillbit Taylor",2008,5.7,41,32853640
"The Chaser",2008,7.8,64,-1
"High School Musical 3: Senior Year",2008,4.8,57,90559416
"Star Wars: The Clone Wars",2008,5.9,35,35161554
"Ghajini",2008,7.3,-1,2430631
"Traitor",2008,7.0,61,23530831
"Bangkok Dangerous",2008,5.4,24,15279680
"The Eye",2008,5.4,36,31418697
"Transsiberian",2008,6.7,72,2203641
"The Love Guru",2008,3.8,24,32235793
"Wild Child",2008,6.1,-1,19780
"The Brothers Bloom",2008,6.8,55,3519627
"Lakeview Terrace",2008,6.1,47,39263506
"Departures",2008,8.1,68,1498210
"Untraceable",2008,6.2,32,28687835
"Rachel Getting Married",2008,6.7,82,12796277
"Gomorrah",2008,7.0,87,1577639
"W.",2008,6.3,56,25534493
"New York, I Love You",2008,6.2,49,1585859
"Che: Part One",2008,7.2,-1,1731665
"Red Cliff",2008,7.4,73,627047
"Rab Ne Bana Di Jodi",2008,7.2,-1,2074346
"My Best Friend's Girl",2008,5.9,34,19219250
"Baby Mama",2008,6.0,55,60269340
"Bienvenidos al Norte",2008,7.1,-1,1477650
"Meet Dave",2008,5.0,43,11802056
"Happy-Go-Lucky",2008,7.0,84,3494485
"Two Lovers",2008,7.0,74,3148482
"Deception",2008,6.1,31,4597760
"JCVD",2008,7.1,64,470691
"A.R.O.G",2008,7.3,-1,-1
"The Rocker",2008,6.2,53,6409528
"The Hottie & the Nottie",2008,1.9,7,27696
"Nothing But the Truth",2008,7.2,64,3045
"The Tale of Despereaux",2008,6.1,53,50877145
"The Baader Meinhof Complex",2008,7.4,76,476270
"Keith",2008,7.4,-1,-1
"Passengers",2008,5.9,40,270659
"Prom Night",2008,3.9,17,43869350
"The Class",2008,7.5,92,3766595
"Nim's Island",2008,6.0,55,48006503
"The Good the Bad the Weird",2008,7.3,69,128486
"Splinter",2008,6.1,58,-1
"Shutter",2008,5.3,37,25926543
"Che: Part Two",2008,6.9,64,-1
"Mesrine Part 1: Killer Instinct",2008,7.5,71,551660
"Chaos Theory",2008,6.6,44,237958
"Choke",2008,6.4,47,2926565
"Pathology",2008,6.0,55,108662
"Leatherheads",2008,6.0,56,31199215
"One Missed Call",2008,4.0,24,26876529
"The Wackness",2008,7.0,61,2077116
"Jodhaa Akbar",2008,7.6,69,3440718
"Ong Bak 2",2008,6.2,47,102055
"Pontypool",2008,6.6,54,3478
"Biohazard Regeneration",2008,6.5,-1,-1
"Mesrine Part 2: Public Enemy Number 1",2008,7.5,72,275125
"The Oxford Murders",2008,6.1,-1,3607
"Asterix at the Olympic Games",2008,5.2,-1,999811
"The Sisterhood of the Traveling Pants 2",2008,6.2,63,44087387
"What Just Happened",2008,5.6,-1,1090947
"Miss Pettigrew Lives for a Day",2008,7.1,63,12294036
"Max Manus: Man of War",2008,7.3,60,-1
"Angus, Thongs and Perfect Snogging",2008,6.3,-1,-1
"Mutant Chronicles",2008,5.2,-1,6820
"Jaane Tu",2008,7.4,-1,600922
"Frozen River",2008,7.1,82,2508841
"The Secret Life of Bees",2008,7.3,57,37766350
"Recep Ivedik",2008,4.7,-1,-1
"Over Her Dead Body",2008,5.2,30,7563670
"Repo! The Genetic Opera",2008,6.6,32,140244
"Nights in Rodanthe",2008,6.0,39,41850659
"The Accidental Husband",2008,5.6,14,-1
"Beverly Hills Chihuahua",2008,3.8,41,94514402
"Smart People",2008,6.1,57,9496882
"Igor",2008,6.0,40,19528602
"Elegy",2008,6.7,66,3581642
"Loft",2008,7.3,-1,-1
"War, Inc.",2008,5.6,37,580862
"Fireproof",2008,6.5,28,33456317
"Strange Wilderness",2008,5.3,12,6563357
"Rock On!!",2008,7.7,-1,-1
"Last Chance Harvey",2008,6.6,57,14879423
"The Women",2008,5.0,27,26902075
"Mad Money",2008,5.8,41,20668843
"Killshot",2008,6.0,-1,17007
"Redbelt",2008,6.7,69,2344847
"Easy Virtue",2008,6.7,58,2656324
"Cadillac Records",2008,7.0,65,8195551
"Three Monkeys",2008,7.4,73,41343
"The Express",2008,7.3,58,9589875
"I've Loved You So Long",2008,7.6,79,3167876
"Stop-Loss",2008,6.4,61,10911750
"My Sassy Girl",2008,6.3,-1,-1
"Alone",2008,6.8,-1,-1
"The Burning Plain",2008,6.8,45,200399
"The Stoning of Soraya M.",2008,8.0,50,655647
"Deadgirl",2008,5.6,36,-1
"The Promotion",2008,5.6,51,406252
"Miracle at St. Anna",2008,6.1,37,7916887
"Lake Mungo",2008,6.3,-1,-1
"Swing Vote",2008,6.1,47,16284360
"Zombie Strippers!",2008,4.1,45,-1
"Flame and Citron",2008,7.3,74,145109
"Chocolate",2008,6.9,-1,13925
"Management",2008,5.8,50,933224
"The Children",2008,6.0,-1,-1
"The Lazarus Project",2008,6.1,-1,-1
"Franklyn",2008,6.1,-1,-1
"Surveillance",2008,6.3,31,27349
"Hamlet 2",2008,6.3,54,4881867
"The Edge of Love",2008,6.3,39,28635
"Flash of Genius",2008,7.0,57,4234040
"Wendy and Lucy",2008,7.1,80,856942
"The Escapist",2008,6.7,56,13023
"Outpost",2008,5.8,-1,-1
"Oye Lucky! Lucky Oye!",2008,7.7,-1,80037
"Il divo",2008,7.3,81,239294
"The Informers",2008,5.0,20,300000
"The Assassination",2008,6.2,-1,-1
"Hell Ride",2008,5.1,25,194287
"The Onion Movie",2008,6.2,-1,-1
"College Road Trip",2008,4.3,36,45588608
"Bottle Shock",2008,6.8,56,4040588
"North Face",2008,7.4,67,710993
"CJ7",2008,6.4,46,206678
"Singh Is King",2008,5.7,-1,-1
"Friendship",2008,6.5,-1,1235028
"Revanche",2008,7.5,84,-1
"Lymelife",2008,6.9,64,429307
"Ghost in the Shell 2.0",2008,8.0,-1,-1
"Still Walking",2008,7.9,89,163512
"The Great Buck Howard",2008,6.4,63,748363
"The Lucky Ones",2008,6.9,53,183088
"Berlin Calling",2008,7.3,-1,-1
"The Heir Apparent: Largo Winch",2008,6.5,40,7621
"Welcome Home, Roscoe Jenkins",2008,5.5,46,42436517
"Far Cry",2008,3.1,-1,-1
