"title","year","imdb","metascore","gross"
"Rock-A-Doodle",1991,6.1,-1,11657385
"The Indian Runner",1991,7.0,-1,191125
"Mobsters",1991,6.0,-1,20246790
"Dogfight",1991,7.4,-1,394631
"Shattered",1991,6.5,-1,11511031
"Mortal Thoughts",1991,5.7,-1,19018321
"Other People's Money",1991,6.2,-1,25682090
"Rush",1991,6.8,-1,7241350
"Wedlock",1991,5.9,-1,-1
"Guilty by Suspicion",1991,6.5,64,9480198
"Delirious",1991,5.9,-1,5546827
"Gu ling jie shao nian sha ren shi jian",1991,8.4,90,-1
"La Belle Noiseuse",1991,7.7,-1,408571
"Samurai Cop",1991,4.6,-1,-1
"Talkin' Dirty After Dark",1991,5.2,-1,978775
"Stone Cold",1991,6.0,-1,9286314
"Class Action",1991,6.4,58,24277858
"The Butcher's Wife",1991,5.4,-1,9689816
"Tous les Matins du Monde",1991,7.5,-1,3089497
"Pure Luck",1991,5.9,36,22641969
"Teen Agent",1991,5.8,-1,7788597
"Deceived",1991,6.2,-1,28738096
"K2",1991,6.2,-1,3106559
"Black Robe",1991,7.1,-1,8211952
"Flight of the Intruder",1991,5.8,-1,14587732
"Rhapsody in August",1991,7.2,-1,516431
"Dragon Ball Z: Cooler's Revenge",1991,7.2,-1,-1
"Homicide",1991,7.0,84,2971661
"Proof",1991,7.2,-1,524668
"Enchanted April",1991,7.4,78,13200170
"He Said, She Said",1991,5.6,-1,9804775
"House Party 2",1991,5.3,-1,19281235
"Prospero's Books",1991,6.9,-1,1750301
"Beloved",1991,7.2,-1,-1
"Un ladrón es siempre un ladrón",1991,6.8,-1,-1
"Mannequin: On the Move",1991,4.5,-1,3752426
"Flirting",1991,7.2,-1,2415396
"Godzilla vs. King Ghidorah",1991,6.6,-1,-1
"Toto the Hero",1991,7.6,-1,1228153
"Kickboxer 2: The Road Back",1991,4.5,-1,1250712
"The Super",1991,5.7,-1,11000863
"The Marrying Man",1991,5.8,-1,12454768
"Dragon Ball Z: Super Saiya Son Goku",1991,6.7,-1,-1
"A Scene at the Sea",1991,7.5,-1,-1
"For the Boys",1991,6.4,-1,17860280
"The Doctor",1991,7.0,-1,38120905
"The Rapture",1991,6.2,-1,1277401
"Attention, Papa Arrives!",1991,7.9,-1,-1
"A Kiss Before Dying",1991,5.7,40,15429177
"True Colors",1991,6.3,-1,418807
"Wild Hearts Can't Be Broken",1991,7.3,-1,7300000
"Guyver",1991,5.0,-1,-1
"Mississippi Masala",1991,6.6,-1,7310000
"V.I. Warshawski",1991,5.0,-1,11128309
"Impromptu",1991,6.9,-1,4076211
"Robin Hood",1991,5.7,-1,-1
"Rambling Rose",1991,6.6,-1,6266621
"Scenes from a Mall",1991,5.4,-1,9563393
"Shakes the Clown",1991,5.6,-1,115103
"All I Want for Christmas",1991,6.0,-1,14812000
"Manta, Manta",1991,5.7,-1,-1
"The Pit and the Pendulum",1991,6.0,-1,3331
"Riff-Raff",1991,7.0,-1,295444
"Den ofrivillige golfaren",1991,5.7,-1,-1
"Once Around",1991,6.5,-1,14851083
"Body Parts",1991,5.6,-1,9188150
"Popcorn",1991,5.8,-1,4205000
"Highway to Hell",1991,6.0,-1,-1
"The Heart Refuses to Listen",1991,7.3,-1,-1
"Poison",1991,6.5,67,609524
"One Good Cop",1991,5.9,-1,11276846
"The Five Heartbeats",1991,7.6,-1,8750400
"The Resurrected",1991,6.3,-1,-1
"Manos que empujan",1991,7.3,-1,152322
"Johnny Suede",1991,5.8,53,90091
"The Perfect Weapon",1991,6.0,-1,14061361
"Under Suspicion",1991,6.5,-1,221295
"Lucky Luke",1991,5.2,-1,-1
"Another You",1991,5.4,-1,2865916
"The Hitman",1991,5.4,-1,4654288
"Sandesham",1991,9.0,-1,-1
"Madame Bovary",1991,6.6,-1,1942424
"Whore",1991,5.6,-1,1008404
"Sólo con tu pareja",1991,6.9,61,9074
"Fight Back to School",1991,7.1,-1,-1
"Zandalee",1991,4.4,-1,-1
"Close to Eden",1991,7.7,-1,-1
"Paprika",1991,5.6,-1,-1
"Nekromantik 2",1991,5.3,-1,-1
"Mother",1991,7.4,-1,-1
"Kilukkam",1991,8.6,-1,-1
"Let Him Have It",1991,7.2,-1,-1
"The Adjuster",1991,6.7,-1,396573
"Basket Case 3",1991,4.7,-1,-1
"The Stranger",1991,8.1,-1,-1
"At Play in the Fields of the Lord",1991,6.9,-1,1342903
"Voyager",1991,6.7,-1,516517
"Close My Eyes",1991,6.3,-1,135893
"Beastmaster 2: Through the Portal of Time",1991,4.1,-1,869325
"Godfather",1991,8.6,-1,-1
"Rover Dangerfield",1991,6.0,-1,-1
"Scanners II: The New Order",1991,5.3,-1,-1
"Escuela primaria",1991,8.0,-1,-1
"Van Gogh",1991,7.2,-1,138720
"Lovers: A True Story",1991,7.0,-1,1407309
"Dolly Dearest",1991,4.8,-1,-1
"Paradise",1991,6.7,-1,18634643
"Us",1991,6.8,-1,-1
"Bingo",1991,4.9,-1,8667684
"Closet Land",1991,7.0,-1,259012
"29th Street",1991,7.3,-1,2120564
"Mon Pere Ce Heros",1991,6.1,-1,25480000
"Mystery Date",1991,6.1,-1,6166819
"Run",1991,6.3,-1,4409328
"Lamhe",1991,7.4,-1,-1
"Company Business",1991,5.7,-1,1501785
"The Princess and the Goblin",1991,6.8,-1,2144238
"Operación Chuleta de Ternera",1991,6.1,-1,-1
"Guna",1991,8.2,-1,-1
"Scissors",1991,5.3,-1,2368
"Timescape",1991,6.5,-1,-1
"Varyemez",1991,6.7,-1,-1
"Edward II",1991,6.8,-1,694438
"Year of the Gun",1991,5.6,-1,1182273
"Amaram",1991,8.3,-1,-1
"The Sect",1991,6.2,-1,-1
"Una historia china de fantasmas III",1991,6.7,-1,-1
"Aditya 369",1991,8.4,-1,-1
"Bharatham",1991,8.4,-1,-1
"City of Hope",1991,7.3,-1,1264910
"Roujin Z",1991,6.9,-1,-1
"Sadak",1991,6.6,-1,-1
"Mindwarp",1991,5.3,-1,-1
"Daughters of the Dust",1991,6.6,81,1642436
"El paso suspendido de la cigüeña",1991,7.5,-1,-1
"Tricky Brains",1991,7.0,-1,-1
"Sex and Zen",1991,5.6,58,396003
"Eve of Destruction",1991,4.9,-1,5451119
"Where Angels Fear to Tread",1991,6.4,-1,1403033
"Alligator II: The Mutation",1991,3.8,-1,-1
"God of Gamblers Part III: Back to Shanghai",1991,6.7,-1,-1
"The Man with Three Arms",1991,5.8,-1,-1
"The Object of Beauty",1991,5.6,58,5186392
"Class of Nuke 'Em High Part II: Subhumanoid Meltdown",1991,4.5,-1,-1
"A Rage in Harlem",1991,5.9,-1,10438504
"The Inner Circle",1991,7.1,-1,583979
"Kit Kat",1991,8.2,-1,-1
"The Boys from St. Petri",1991,7.0,-1,-1
"Scanners III: The Takeover",1991,4.4,-1,-1
"Trancers II",1991,5.4,-1,-1
"Strictly Business",1991,5.4,-1,7683267
"Prahaar: The Final Attack",1991,8.0,-1,-1
"Shout",1991,5.3,-1,3547684
"Kshana Kshanam",1991,8.1,-1,-1
"Center Stage",1991,7.5,-1,-1
"Diary of a Hitman",1991,5.3,-1,-1
"Motorama",1991,6.4,-1,-1
"Big Girls Don't Cry... They Get Even",1991,6.5,-1,271327
"Rubin and Ed",1991,7.1,-1,-1
"Piano Piano Kid",1991,7.8,-1,-1
"Late for Dinner",1991,6.4,-1,8906823
"McBain",1991,4.9,-1,456127
"Spotswood",1991,6.2,-1,101307
"Timebomb",1991,5.4,-1,64562
"Screams of Blasphemy",1991,5.5,-1,-1
"Prom Night IV: Deliver Us from Evil",1991,4.2,-1,-1
"976-Evil II",1991,4.3,-1,-1
"The Borrower",1991,5.3,-1,-1
"Dos espías en mi cama",1991,6.3,-1,-1
"Hear My Song",1991,7.0,-1,4313173
"Queens Logic",1991,5.8,-1,612781
"Liebestraum",1991,6.0,-1,133645
"Wild Orchid II: Two Shades of Blue",1991,4.0,-1,573904
"Paris Trout",1991,6.4,-1,-1
"By the Sword",1991,6.5,-1,-1
"The Pope Must Die",1991,5.1,-1,2982990
"Jacquot de Nantes",1991,7.6,-1,149200
"Killer Tomatoes Strike Back!",1991,3.7,-1,-1
"Tight Skin 4",1991,7.5,-1,-1
"Children of Nature",1991,7.3,-1,-1
"There's Nothing Out There",1991,5.7,-1,-1
"Calls Controlled",1991,7.2,-1,-1
"Highway 61",1991,6.9,-1,291645
"Hangin' with the Homeboys",1991,7.0,-1,532933
"Phool Aur Kaante",1991,5.9,-1,-1
"American Shaolin",1991,5.9,-1,-1
"Grito de piedra",1991,6.2,-1,-1
"The Pistol: The Birth of a Legend",1991,6.9,-1,-1
"Meeting Venus",1991,6.6,-1,1000348
"Go Trabi Go",1991,6.0,-1,-1
"Una época formidable",1991,6.7,-1,-1
"Cover-Up",1991,4.5,-1,-1
"Saudagar",1991,6.8,-1,-1
"The Linguini Incident",1991,6.5,-1,-1
"Prodigy",1991,5.2,-1,-1
"En la boca, no",1991,6.9,-1,-1
"Hiruko the Goblin",1991,5.9,-1,-1
"Past Midnight",1991,5.6,-1,-1
"The Crawlers",1991,2.7,-1,-1
"True Identity",1991,5.0,-1,4693236
"The Tender",1991,5.4,-1,-1
"Rock 'n' Roll High School Forever",1991,5.0,-1,-1
"Merci la vie",1991,6.6,-1,-1
"The Unborn",1991,4.5,-1,1159578
"The Boneyard",1991,5.7,-1,-1
"Dragon ball: La película",1991,4.2,-1,-1
"The Taking of Beverly Hills",1991,5.1,-1,939277
"Cabeza de Vaca",1991,7.0,-1,789127
"Afraid of the Dark",1991,5.8,-1,-1
"Kroll",1991,6.9,-1,-1
"Csapd le csacsi!",1991,7.7,-1,-1
"The Penknife",1991,6.8,-1,-1
"Stepping Out",1991,6.4,-1,242014
"Love",1991,5.8,-1,-1
"Crazy Safari",1991,5.5,-1,-1
"Fist of Fury 1991",1991,6.6,-1,-1
"Unfaithful Beloved",1991,5.3,-1,-1
"The Crumbs",1991,6.0,-1,-1
"The Favour, the Watch and the Very Big Fish",1991,6.3,-1,164767
"Voices from Beyond",1991,5.1,-1,-1
"Prison on Fire II",1991,6.8,-1,-1
"Children of the Night",1991,4.7,-1,-1
"Speaking of the Devil",1991,6.1,-1,-1
"Manta - Der Film",1991,4.4,-1,-1
"Zombie and the Ghost Train",1991,7.2,-1,-1
"The Comics 2",1991,5.5,-1,-1
"Dinosaurs: The Movie",1991,4.7,-1,-1
"El amor no es lo que parece",1991,6.8,-1,-1
"Neon City",1991,5.4,-1,-1
"Legend of the Dragon",1991,6.4,-1,-1
"100 Days",1991,6.5,-1,-1
"Crooked Hearts",1991,6.0,-1,31000
"Saugandh",1991,5.9,-1,-1
"Do or Die",1991,4.1,-1,-1
"Hamis a baba",1991,7.1,-1,-1
"Shock 'Em Dead",1991,5.1,-1,-1
"Bloodmatch",1991,4.8,-1,-1
"Superstau",1991,6.2,-1,259297
"Dead Space",1991,3.3,-1,-1
"Shams elzanaty",1991,6.4,-1,-1
"Flowers of Stone",1991,5.6,-1,-1
"The Magnificent Scoundrels",1991,6.6,-1,-1
"Cold Heaven",1991,5.2,-1,-1
"Married to It",1991,5.8,-1,1989059
"Slunce, seno, erotika",1991,5.2,-1,-1
"Ranma ½: The Movie, Big Trouble in Nekonron, China",1991,7.1,-1,-1
"The Promised Heaven",1991,7.1,-1,-1
"Norte-ultras-sur",1991,6.4,-1,-1
"Delta Force 3: The Killing Game",1991,3.4,-1,-1
"Where Sleeping Dogs Lie",1991,4.6,-1,-1
"The Secret Face",1991,7.2,-1,-1
"Allaeb ma'a alkebar",1991,6.6,-1,-1
"The Polar Bear King",1991,6.1,-1,-1
"Uuno Turhapuro herra Helsingin herra",1991,5.2,-1,-1
"Black Demons",1991,4.2,-1,-1
"Malina",1991,6.4,-1,-1
"My Life Is Hell",1991,5.6,-1,-1
"Querer volar",1991,6.7,-1,-1
"The Ox",1991,7.1,-1,-1
"Into the Sun",1991,5.3,-1,641886
"Tale of Love",1991,6.0,-1,-1
"La voz de su amo",1991,7.0,-1,-1
"Deathstalker IV: Match of Titans",1991,3.7,-1,-1
"Servants of Twilight",1991,5.2,-1,-1
"Assassin of the Tsar",1991,6.9,-1,-1
"Tattoo",1991,8.7,-1,-1
"Dream Machine",1991,5.3,-1,-1
"Highway Patrolman",1991,7.1,-1,-1
"Robotrix",1991,5.8,-1,-1
"Butterfly Wings",1991,7.3,-1,-1
"Joker",1991,4.6,-1,-1
"Talent for the Game",1991,6.0,-1,336396
"El rey pasmado",1991,6.7,-1,-1
"La carne",1991,5.7,-1,-1
"Goopy Bagha Phire Elo",1991,7.8,-1,-1
"Mobile Suit Gundam F91",1991,6.6,-1,-1
"Scary Movie",1991,4.9,-1,-1
"Escape",1991,7.7,-1,-1
"Geniy",1991,7.3,-1,-1
"Il capitano",1991,6.3,-1,-1
"Las garras del tigre",1991,5.6,-1,-1
"Nudist Colony of the Dead",1991,3.9,-1,-1
"Ring of Fire",1991,4.9,-1,-1
"Defenseless",1991,5.7,-1,6413375
"The Runestone",1991,4.9,-1,-1
"Saviour of the Soul",1991,6.0,-1,-1
"Going Under",1991,3.4,-1,-1
"Lee Rock",1991,7.1,-1,-1
"The People at Universal",1991,7.6,-1,-1
"Blood and Concrete",1991,5.8,-1,8780
"Henna",1991,6.4,-1,-1
"The Knife",1991,6.0,-1,356825
"The Hours and Times",1991,6.2,-1,1273
"The Miracle",1991,6.5,-1,835519
"The Ballad of the Sad Cafe",1991,6.3,-1,184890
"Germany Year 90 Nine Zero",1991,7.0,-1,-1
"Vivat, gardemariny!",1991,6.7,-1,-1
"Steel and Lace",1991,4.9,-1,-1
"Dragon Cop",1991,2.7,-1,-1
"Iron Maze",1991,4.6,-1,-1
"Stinsen brinner... filmen alltså",1991,6.8,-1,-1
"Mom",1991,5.2,-1,-1
"Night of the Day of the Dawn of the Son of the Bride of the Return of the Terror",1991,4.6,-1,-1
"The Raffle",1991,4.9,-1,-1
"Life on a String",1991,6.8,-1,-1
"Driving Me Crazy",1991,3.4,-1,-1
"Pyrates",1991,4.8,-1,-1
"Delusion",1991,6.2,-1,233488
"Gang Leader",1991,7.8,-1,-1
"Coolie No. 1",1991,6.5,-1,-1
"Three Days",1991,7.0,-1,-1
"Dancer",1991,4.0,-1,-1
"Inner Sanctum",1991,3.2,-1,-1
"American Friends",1991,6.4,-1,-1
"Zombie '90: Extreme Pestilence",1991,3.1,-1,-1
"Homework",1991,6.3,-1,-1
"American Kickboxer",1991,3.6,-1,-1
"Bloodsucking Pharaohs in Pittsburgh",1991,4.8,-1,-1
"Vääpeli Körmy ja vetenalaiset vehkeet",1991,4.9,-1,-1
"Straight Out of Brooklyn",1991,5.8,-1,-1
"The Refrigerator",1991,4.1,-1,-1
"The Great Day on the Beach",1991,6.8,-1,-1
"The Seventh Brother",1991,6.8,-1,-1
"Salmonberries",1991,6.3,-1,96717
"Zeiram",1991,6.5,-1,-1
"Convicts",1991,5.8,-1,-1
"Clearcut",1991,7.1,-1,-1
"The Dark Wind",1991,5.5,-1,-1
"Final Approach",1991,5.6,-1,-1
"London Kills Me",1991,6.2,-1,170667
"Leather Jackets",1991,4.9,-1,-1
"Lunatics: A Love Story",1991,6.1,-1,-1
"My Heroes Have Always Been Cowboys",1991,6.3,-1,3603615
"Hard Promises",1991,5.6,-1,306319
"Door to Silence",1991,5.5,-1,-1
"Danzón",1991,6.9,-1,360158
"To Be Number One",1991,7.3,-1,-1
"The Smoke",1991,7.5,-1,-1
"Mas alla de la justicia",1991,4.6,-1,-1
"Scorchers",1991,6.0,-1,-1
"Born to Ride",1991,5.3,-1,-1
"Night Eyes II",1991,4.3,-1,-1
"Karniggels",1991,6.8,-1,-1
"Vacaciones cornutas en St. Moritz",1991,4.4,-1,-1
"The Terror Within II",1991,4.3,-1,-1
"Bikini Island",1991,3.9,-1,-1
"And You Thought Your Parents Were Weird",1991,4.6,-1,402539
"Wizards of the Demon Sword",1991,2.7,-1,-1
"Femme Fatale",1991,4.7,-1,-1
"Schastlivye dni",1991,7.0,-1,-1
"Bäxt üzüyü",1991,8.2,-1,-1
"Yumeji",1991,7.0,-1,-1
"Twenty-One",1991,5.4,-1,256521
"The Swordsmen in Double Flag Town",1991,7.1,-1,-1
"Breathing Fire",1991,5.3,-1,-1
"Virginia",1991,7.4,-1,-1
"Jumpin' at the Boneyard",1991,6.0,-1,-1
"Bikini Summer",1991,3.7,-1,-1
"Curse III: Blood Sacrifice",1991,4.0,-1,-1
"La note bleue",1991,6.4,-1,-1
"La Frontera",1991,7.4,-1,-1
"The Lost Language of Cranes",1991,6.9,-1,-1
"Black Cat",1991,5.9,-1,-1
"The Professional Secrets of Dr. Apfelgluck",1991,5.4,-1,-1
"Sacrificed",1991,4.0,-1,-1
"Livin' Large!",1991,5.1,-1,5467959
"The Human Shield",1991,4.6,-1,-1
"A Divina Comédia",1991,7.0,-1,-1
"Killer Nerd",1991,4.0,-1,-1
"Cilveka berns",1991,7.9,-1,-1
"Great, My Parents Are Divorcing!",1991,5.4,-1,-1
"The Dove's Lost Necklace",1991,7.3,-1,-1
"Afghan Breakdown",1991,7.1,-1,-1
"Frida - med hjertet i hånden",1991,5.7,-1,-1
"Gauri Ganesha",1991,8.2,-1,-1
"Brain Twisters",1991,3.4,-1,-1
"Abbronzatissimi",1991,4.7,-1,-1
"Young Soul Rebels",1991,6.0,-1,-1
"The Tank Battalion",1991,6.6,-1,-1
"Lee Rock II",1991,6.7,-1,-1
"Virgin High",1991,3.3,-1,-1
"I Can No Longer Hear the Guitar",1991,6.9,-1,12011
"The Roller Blade Seven",1991,2.4,-1,-1
"Moonlight Sonata II: The Street Sweepers",1991,4.6,-1,-1
"Stray Dogs",1991,6.2,-1,-1
"Aliens Are to Be Blamed for Everything",1991,3.9,-1,-1
"Narasimha",1991,5.5,-1,-1
"Alone",1991,5.1,-1,-1
"Lune froide",1991,6.8,-1,-1
"Charuga",1991,7.2,-1,-1
"The White Viking",1991,6.3,-1,-1
"Fires Within",1991,4.8,-1,-1
"Eye of the Storm",1991,5.0,-1,-1
"For Sasha",1991,5.7,-1,-1
"100 Days Before the Command",1991,5.3,-1,-1
"A Woman's Tale",1991,6.9,-1,405137
"The Last Act",1991,7.3,-1,-1
"Piedipiatti",1991,5.7,-1,-1
"Idaho Potato: una historia de Croacia",1991,6.9,-1,-1
"Future Kick",1991,4.1,-1,-1
"Nuit et jour",1991,6.4,-1,-1
"Charlie Strapp and Froggy Ball Flying High",1991,6.5,-1,-1
"Reservoir Dogs",1992,8.3,79,2832029
"Unforgiven",1992,8.2,85,101157447
"Aladdin",1992,8.0,86,217350219
"Home Alone 2: Lost in New York",1992,6.8,-1,173585516
"Alien 3",1992,6.5,59,55473600
"Batman Returns",1992,7.0,68,162831698
"Scent of a Woman",1992,8.0,59,63895607
"A Few Good Men",1992,7.7,62,141340178
"Bram Stoker's Dracula",1992,7.4,57,82522790
"Basic Instinct",1992,7.0,41,117727000
"Army of Darkness",1992,7.5,59,11502976
"Lethal Weapon 3",1992,6.7,40,144731527
"The Last of the Mohicans",1992,7.7,76,75505856
"Wayne's World",1992,7.0,57,121697350
"The Bodyguard",1992,6.3,39,121945720
"My Cousin Vinny",1992,7.6,68,52929168
"Death Becomes Her",1992,6.6,56,58422650
"Patriot Games",1992,6.9,64,83287363
"Glengarry Glen Ross",1992,7.7,82,10725228
"A League of Their Own",1992,7.3,67,107533928
"Braindead",1992,7.5,54,242623
"Sister Act",1992,6.4,51,139610000
"Twin Peaks: Fire Walk with Me",1992,7.3,45,4160851
"Malcolm X",1992,7.7,73,48169908
"Universal Soldier",1992,6.0,35,36299898
"Porco Rosso",1992,7.7,83,-1
"Under Siege",1992,6.5,58,83363139
"White Men Can't Jump",1992,6.8,65,76253806
"Candyman",1992,6.6,61,25792310
"Beethoven",1992,5.7,-1,57114049
"El mariachi",1992,6.9,73,2040920
"Far and Away",1992,6.6,49,58883840
"The Mighty Ducks",1992,6.5,46,50752337
"The Player",1992,7.5,86,21706100
"A River Runs Through It",1992,7.2,68,43440294
"Chaplin",1992,7.6,47,9493259
"Sneakers",1992,7.1,65,51433000
"The Crying Game",1992,7.2,90,62549000
"The Muppet Christmas Carol",1992,7.7,64,27281507
"Hard Boiled",1992,7.8,-1,-1
"Passenger 57",1992,5.9,-1,44065653
"Forever Young",1992,6.3,-1,55956200
"Honey, I Blew Up the Kid",1992,4.9,50,58662452
"Of Mice and Men",1992,7.5,-1,5101632
"Buffy the Vampire Slayer",1992,5.7,48,16624456
"Bad Lieutenant",1992,7.1,70,2000022
"Stop! Or My Mom Will Shoot",1992,4.3,-1,28411210
"The Hand That Rocks the Cradle",1992,6.7,64,88036683
"Romper Stomper",1992,6.8,61,175340
"California Man",1992,5.8,25,40693477
"Man Bites Dog",1992,7.5,67,205569
"Bitter Moon",1992,7.2,-1,1862805
"The Lawnmower Man",1992,5.5,42,32101000
"Single White Female",1992,6.4,63,47922919
"Toys",1992,5.1,40,21452082
"Howards End",1992,7.4,89,25967000
"1492: Conquest of Paradise",1992,6.5,47,7191399
"Singles",1992,6.7,-1,18472850
"Hellraiser III: Hell on Earth",1992,5.5,50,12534961
"Fortress",1992,5.9,-1,6739141
"Husbands and Wives",1992,7.5,-1,10555619
"FernGully: The Last Rainforest",1992,6.5,67,24650296
"Boomerang",1992,5.5,45,70100000
"Strictly Ballroom",1992,7.2,72,11738022
"Juice",1992,7.1,60,20146880
"Memoirs of an Invisible Man",1992,6.0,48,14358033
"HouseSitter",1992,6.1,-1,58500635
"School Ties",1992,6.9,65,14715067
"Jo Jeeta Wohi Sikandar",1992,8.2,-1,-1
"Medicine Man",1992,6.0,43,45500797
"Hoffa",1992,6.6,50,24276500
"Accidental Hero",1992,6.5,-1,19507345
"Cool World",1992,4.9,28,14110600
"Lorenzo's Oil",1992,7.3,80,7286388
"Sleepwalkers",1992,5.3,38,30524763
"Captain Ron",1992,5.8,39,22518097
"3 Ninja Kids",1992,5.3,36,29000301
"Pet Sematary II",1992,4.9,35,17092453
"Supercop",1992,6.9,-1,16270600
"The Lover",1992,6.9,-1,4899194
"The News Boys",1992,7.0,46,2819485
"The Cutting Edge",1992,6.9,-1,25105517
"Poison Ivy",1992,5.4,51,1829804
"Como agua para chocolate",1992,7.1,86,21665500
"Honeymoon in Vegas",1992,5.8,-1,35208854
"Damage",1992,6.8,-1,7532911
"Jennifer Eight",1992,6.3,-1,11390479
"The Distinguished Gentleman",1992,5.9,45,46666502
"Freejack",1992,5.4,-1,17129000
"Unlawful Entry",1992,6.4,-1,57138719
"Orlando",1992,7.2,74,5289772
"Raising Cain",1992,6.1,-1,21370057
"Benny's Video",1992,7.2,60,-1
"Body of Evidence",1992,4.5,29,13275426
"Thunderheart",1992,6.8,-1,22660758
"Final Analysis",1992,5.9,-1,28590665
"Bob Roberts",1992,7.0,70,4479470
"Love Potion No. 9",1992,5.7,-1,754935
"Radio Flyer",1992,7.0,-1,4651977
"Split Second",1992,6.2,-1,5430822
"Wuthering Heights",1992,6.8,-1,-1
"Jamon Jamon",1992,6.4,-1,938473
"Leap of Faith",1992,6.1,-1,23369283
"Roja",1992,8.2,-1,-1
"Twin Dragons",1992,6.5,54,8332431
"Stay Tuned",1992,6.3,-1,10736401
"Peter's Friends",1992,7.0,-1,4058564
"Noises Off...",1992,7.6,-1,2280148
"Trespass",1992,6.3,-1,13747138
"Mr. Baseball",1992,6.0,-1,20883046
"Kuffs",1992,5.9,-1,21142815
"One False Move",1992,7.1,87,1543112
"Belle Epoque",1992,7.1,-1,5971369
"Tom and Jerry: The Movie",1992,5.4,-1,3560469
"Innocent Blood",1992,6.2,-1,4972818
"Indochine",1992,7.1,-1,5734232
"The Power of One",1992,7.2,40,2827107
"The Babe",1992,5.9,-1,17530973
"Shining Through",1992,6.5,-1,21733781
"Once Upon a Time in China II",1992,7.4,-1,-1
"Un Coeur en Hiver",1992,7.6,-1,1666511
"Ladybugs",1992,5.5,-1,14796494
"Deep Cover",1992,6.9,-1,16639799
"Rapid Fire",1992,6.3,-1,14356479
"Gladiator",1992,6.5,-1,9223441
"A Midnight Clear",1992,7.1,-1,1526697
"We Are Not Angels",1992,8.4,-1,-1
"American Me",1992,7.2,66,13086430
"Sidekicks",1992,5.1,-1,17180393
"Knight Moves",1992,6.1,-1,923418
"Children of the Corn II: The Final Sacrifice",1992,4.3,18,6980986
"Prelude to a Kiss",1992,5.6,-1,20006730
"Khiladi",1992,7.2,-1,-1
"Raju Ban Gaya Gentleman",1992,6.8,-1,-1
"Mo' Money",1992,5.6,-1,40227000
"White Sands",1992,6.0,-1,9011574
"Class Act",1992,6.1,-1,13272113
"Midnight Sting",1992,7.0,-1,4836637
"Critters 4",1992,4.1,-1,-1
"Consenting Adults",1992,5.8,-1,21591728
"Léolo",1992,7.5,-1,610488
"Dragon Ball Z: The Return of Cooler",1992,7.1,-1,-1
"Once Upon a Time in China III",1992,6.8,-1,3560604
"Deewana",1992,6.9,-1,-1
"Dragon Ball Z: Super Android 13",1992,7.1,-1,-1
"Light Sleeper",1992,6.9,70,1050861
"Dr. Giggles",1992,5.2,-1,8403433
"Chamatkar",1992,6.6,-1,-1
"The Story of Qiu Ju",1992,7.6,-1,1890247
"Tito and Me",1992,8.0,-1,-1
"Thevar Magan",1992,8.8,-1,-1
"The Mambo Kings",1992,6.4,-1,6742168
"South Central",1992,6.8,64,1373196
"Nemesis",1992,5.4,-1,2001124
"Passion Fish",1992,7.4,-1,5414619
"La Vie de Bohème",1992,7.7,-1,-1
"Dust Devil",1992,6.3,-1,-1
"City of Joy",1992,6.5,-1,14683921
"Bébé's Kids",1992,5.8,-1,8442162
"And Life Goes On",1992,7.9,-1,-1
"Night and the City",1992,5.8,61,6202756
"Mr. Saturday Night",1992,5.9,-1,13351357
"Los Flodder en América",1992,5.7,-1,-1
"Mom and Dad Save the World",1992,5.4,-1,2034470
"House of Angels",1992,6.3,-1,288633
"Psy",1992,7.7,-1,-1
"For a Lost Soldier",1992,7.5,-1,386329
"Godzilla and Mothra: The Battle for Earth",1992,6.2,-1,-1
"A Winter's Tale",1992,7.3,-1,213687
"Swordsman II",1992,7.2,-1,-1
"Tetsuo II: El cuerpo de martillo",1992,6.4,-1,2550
"Simple Men",1992,7.2,-1,141554
"Brain Donors",1992,7.1,44,918239
"Waxwork II: Lost in Time",1992,5.5,-1,-1
"All Ladies Do It",1992,5.3,-1,-1
"Xia dao Gao Fei",1992,7.1,-1,-1
"Once Upon a Crime...",1992,5.9,35,8669847
"Pure Country",1992,7.0,-1,15164458
"Daens",1992,7.5,-1,-1
"Dragon Inn",1992,7.3,-1,-1
"Rebels of the Neon God",1992,7.6,82,28422
"Love Field",1992,6.5,-1,1949148
"Yoddha",1992,8.4,-1,-1
"Maniac Cop 3: Badge of Silence",1992,5.0,-1,-1
"The Thief and the Cobbler",1992,7.1,-1,669276
"Gas Food Lodging",1992,6.6,-1,1345236
"Close to Eden",1992,5.6,-1,12282994
"Cows",1992,7.1,-1,-1
"The Dark Side of the Heart",1992,7.6,-1,-1
"Straight Talk",1992,5.8,-1,21202099
"The Public Eye",1992,6.5,-1,3067917
"Schtonk",1992,7.2,-1,-1
"King of Beggars",1992,6.9,-1,-1
"Royal Tramp",1992,7.1,-1,-1
"Live Wire",1992,5.7,-1,-1
"Where the Day Takes You",1992,6.6,-1,390152
"American Heart",1992,6.8,-1,384048
"Map of the Human Heart",1992,7.1,71,2806881
"Article 99",1992,6.1,-1,6375979
"Man Trouble",1992,4.7,-1,4096030
"The Black Bomber",1992,7.9,-1,-1
"The Best Intentions",1992,7.8,-1,1253106
"In the Soup",1992,7.1,-1,256249
"Kickboxer 3: The Art of War",1992,4.1,-1,-1
"Los norteños",1992,7.3,-1,-1
"The Long Day Closes",1992,7.4,85,161179
